,Sales,Quantity,Shipping Cost,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Order Priority_Critical,Order Priority_High,Order Priority_Low,Order Priority_Medium,Country,Region,Market,Category,Sub-Category,Discount_Category
16,1878.72,0.3333333333333333,27.9173188842063,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,437.1806124238428,436.4425472277501,385.45882902806034,481.40065463586325,499.33122924825517,311.42591970454976
17,2402.865,2.0,27.735500702388116,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,344.09462073642777,281.66806563546913,326.2724475903993,526.6167170270539,570.6648525945643,311.57098827487084
18,2453.43,0.6666666666666666,27.369054786273324,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,268.07602865541276,291.4269624549636,268.07602865541276,482.31776200348105,517.8159066482488,237.48408523694997
19,2526.93,0.6666666666666666,27.34417017860726,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,388.5999046219966,378.69890981107693,395.84910506670815,140.0503861202263,691.444189360015,310.04537799827125
20,3817.26,1.0,26.87658037326911,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,372.3827557548106,193.43095239914098,193.43095239914098,539.0387710673035,607.8553834100305,312.93008806718814
21,2799.96,0.3333333333333333,26.756170981336542,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,271.32409898955785,291.7024736726879,271.32409898955785,533.515733138556,587.166708198294,311.18029634949613
22,7999.98,0.3333333333333333,26.742925948223963,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,271.32409898955785,266.24017030150566,271.32409898955785,533.515733138556,587.166708198294,236.9116089339313
23,4141.02,3.3333333333333335,26.507726269315672,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,360.0822059782859,280.9624634540754,326.2724475903993,526.6167170270539,702.4804911211519,311.57098827487084
24,3200.5962,1.0,26.183022275737507,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,334.9280738673054,327.12035882160586,388.89276680519885,539.0387710673035,607.8553834100305,312.93008806718814
25,4518.78,1.3333333333333333,26.095524784266505,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,437.1806124238428,436.4425472277501,385.45882902806034,529.5677188355697,607.8447824274915,311.42591970454976
26,5667.87,3.3333333333333335,26.08187838651415,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,453.4204475410722,437.597576913302,387.9176891870533,480.9462881902718,653.5938565709328,311.18029634949613
27,5785.02,2.0,26.01685731487056,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,360.0822059782859,280.9624634540754,326.2724475903993,526.6167170270539,600.3964093078235,311.57098827487084
28,3018.624,1.3333333333333333,25.983945414408986,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,329.8102069018735,285.7717598010586,324.9854690420529,139.45681923515448,686.7119600917457,311.42591970454976
29,9449.95,0.6666666666666666,25.97190447521573,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,268.07602865541276,291.4269624549636,268.07602865541276,135.05695723389877,78.34039190141378,312.93008806718814
30,2092.5,0.6666666666666666,25.866345574954845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,332.3681202714983,288.102422039433,329.97633748557666,480.9462881902718,503.67479480653617,311.18029634949613
31,2761.2,1.0,25.536022476419827,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,420.88544642761156,399.46576995634166,385.45882902806034,481.40065463586325,499.33122924825517,311.42591970454976
32,3473.14,2.6666666666666665,25.125827814569533,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,78.16516645660977,267.71007040355545,226.45872044677495,481.40065463586325,499.33122924825517,311.42591970454976
33,3050.376,0.0,25.026289383905276,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,268.07602865541276,272.1238150349045,268.07602865541276,135.05695723389877,78.34039190141378,312.93008806718814
34,2108.64,1.6666666666666667,24.98294200280955,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,206.24870594144002,191.58226288939272,191.58226288939272,529.5677188355697,695.7604062837704,311.42591970454976
35,2197.5,0.6666666666666666,24.834437086092713,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,481.7194102109514,399.46576995634166,385.45882902806034,481.40065463586325,676.1603920870075,311.42591970454976
36,3149.93,1.3333333333333333,24.459161147902865,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,271.50085413046094,239.29961555810974,271.50085413046094,535.9989119538648,728.653938159018,310.04537799827125
37,4191.507,2.0,24.315472606863334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,388.5999046219966,378.69890981107693,395.84910506670815,140.0503861202263,691.444189360015,310.04537799827125
38,4367.896,3.3333333333333335,24.11880393337347,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,280.00977738121367,267.71007040355545,280.00977738121367,529.5677188355697,607.8447824274915,311.42591970454976
39,3063.27,1.3333333333333333,24.110776640577964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,574.9954483076615,437.597576913302,387.9176891870533,480.9462881902718,653.5938565709328,311.18029634949613
40,4643.8,0.3333333333333333,24.03451735902067,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,271.50085413046094,289.7318915524515,271.50085413046094,535.9989119538648,595.2715993090006,310.04537799827125
41,4473.0,1.3333333333333333,23.916516154926747,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,325.99995204335295,279.57037072873374,322.18185839764874,535.9989119538648,612.2622458977125,310.04537799827125
42,2104.55,1.3333333333333333,23.499899658840054,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,268.07602865541276,275.44807548490775,268.07602865541276,135.05695723389877,698.4485775906547,312.93008806718814
43,2188.05,0.6666666666666666,23.495484647802524,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,332.275233639549,267.18976436870395,326.2724475903993,476.66292896654215,670.1633282225291,311.57098827487084
44,1920.36,0.3333333333333333,23.44972907886815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,469.39650083110564,454.40784068631064,388.89276680519885,482.31776200348105,1047.7545393320459,312.93008806718814
45,1704.0,0.3333333333333333,23.44812362030905,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,254.02501732147368,292.1503341012962,226.45872044677495,529.5677188355697,607.8447824274915,311.42591970454976
46,1858.68,0.3333333333333333,23.36102749347782,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,305.28133807198,205.83695422380123,205.83695422380123,466.87840827672926,992.0588077113647,310.04537799827125
47,3298.26,1.3333333333333333,23.312863736704795,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,420.88544642761156,399.46576995634166,385.45882902806034,481.40065463586325,499.33122924825517,311.42591970454976
48,3808.8,1.6666666666666667,23.26349588601244,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,375.5693982620852,190.66013184075592,190.66013184075592,481.40065463586325,499.33122924825517,311.42591970454976
49,3427.1496,1.3333333333333333,23.200883002207505,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,358.7418835125875,334.6962041368935,395.84910506670815,466.87840827672926,992.0588077113647,241.17598806152014
50,2863.35,0.6666666666666666,23.01264298615292,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,403.8839152072433,386.42649855928653,385.45882902806034,529.5677188355697,607.8447824274915,311.42591970454976
51,6354.95,0.6666666666666666,22.98213927353,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,268.7418480346889,267.18976436870395,268.7418480346889,137.5063041986028,95.05314046078828,311.57098827487084
52,1487.4,2.3333333333333335,22.97652016857315,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,325.99995204335295,279.57037072873374,322.18185839764874,535.9989119538648,728.653938159018,310.04537799827125
53,2301.0,0.6666666666666666,22.66706803130644,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,457.94400180914795,452.1160952945978,392.71802304093455,476.66292896654215,499.14551193155285,311.57098827487084
54,5729.346,3.6666666666666665,22.654224362833634,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,333.9619201468051,279.57037072873374,322.18185839764874,466.87840827672926,499.00978051625765,310.04537799827125
55,5301.24,3.6666666666666665,22.473610274934778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,207.2268583269167,189.32179346986797,189.32179346986797,526.6167170270539,702.4804911211519,311.57098827487084
56,3219.9,0.6666666666666666,22.305037126229177,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,336.3877656057831,281.66806563546913,326.2724475903993,526.6167170270539,600.3964093078235,311.57098827487084
57,2487.8088,1.0,22.220349187236604,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,334.9280738673054,327.12035882160586,388.89276680519885,135.05695723389877,698.4485775906547,312.93008806718814
58,1581.48,1.0,21.762793497892833,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,420.88544642761156,399.46576995634166,385.45882902806034,529.5677188355697,695.7604062837704,311.42591970454976
59,2432.16,0.6666666666666666,21.60866947621914,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,333.9619201468051,279.57037072873374,322.18185839764874,140.0503861202263,691.444189360015,310.04537799827125
60,3863.88,1.0,21.595023078466784,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,193.81407309675689,193.81407309675689,193.81407309675689,529.5677188355697,607.8447824274915,311.42591970454976
61,2465.82,1.3333333333333333,21.59221352598836,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,320.27031839966304,334.6962041368935,395.84910506670815,466.87840827672926,499.00978051625765,310.04537799827125
62,1847.52,-0.3333333333333333,21.568131647601845,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,403.64461464421464,383.69834964467964,392.71802304093455,476.66292896654215,1036.9982985022727,311.57098827487084
63,2899.89,1.3333333333333333,21.395544852498496,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,239.86696670173373,279.57037072873374,322.18185839764874,466.87840827672926,656.3030291079027,310.04537799827125
64,2891.7,1.3333333333333333,21.394742123218943,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,399.2342296002657,381.87318290874117,388.89276680519885,482.31776200348105,517.8159066482488,312.93008806718814
65,3155.544,1.3333333333333333,21.32931968693558,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,336.65948622954744,285.7717598010586,324.9854690420529,139.45681923515448,686.7119600917457,311.42591970454976
66,3856.14,1.0,21.090507726269315,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,348.4560051596468,189.32179346986797,189.32179346986797,526.6167170270539,600.3964093078235,311.57098827487084
67,3524.472,1.0,20.981737908890224,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,403.8839152072433,386.42649855928653,385.45882902806034,529.5677188355697,607.8447824274915,311.42591970454976
68,2556.0,1.0,20.95003010234798,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,254.02501732147368,292.1503341012962,226.45872044677495,529.5677188355697,607.8447824274915,311.42591970454976
69,4448.832,1.6666666666666667,20.84406983744732,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,349.03628365456416,291.4269624549636,336.008542515551,539.0387710673035,607.8553834100305,312.93008806718814
70,2036.86,1.3333333333333333,20.720048163756772,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,280.00977738121367,244.14256549927362,280.00977738121367,481.40065463586325,1038.4938441330182,311.42591970454976
71,2472.66,2.0,20.668272125225766,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,241.2128178723315,267.9267474380554,218.34486417233023,466.87840827672926,656.3030291079027,310.04537799827125
72,3739.176,1.6666666666666667,20.64097932972105,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,403.5263866612637,385.5499736529721,387.9176891870533,137.5259358792173,690.0625184324883,311.18029634949613
73,9099.93,1.3333333333333333,20.40497692153321,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,268.07602865541276,272.1238150349045,268.07602865541276,539.0387710673035,601.9903562514512,312.93008806718814
74,1601.64,0.6666666666666666,20.186634557495484,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,388.5999046219966,378.69890981107693,395.84910506670815,535.9989119538648,728.653938159018,310.04537799827125
75,3670.8,1.3333333333333333,20.156532209512342,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,420.88544642761156,399.46576995634166,385.45882902806034,139.45681923515448,686.7119600917457,311.42591970454976
76,2973.32,1.3333333333333333,20.134858518964478,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,280.00977738121367,244.14256549927362,280.00977738121367,529.5677188355697,598.3825271555316,311.42591970454976
77,4544.1,2.6666666666666665,19.97792494481236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,332.3681202714983,288.102422039433,329.97633748557666,480.9462881902718,503.67479480653617,311.18029634949613
78,6999.96,0.3333333333333333,19.708207906883402,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,268.7418480346889,302.21689003576944,268.7418480346889,526.6167170270539,570.6648525945643,311.57098827487084
79,9892.74,3.3333333333333335,19.674091912502508,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,268.07602865541276,291.4269624549636,268.07602865541276,135.05695723389877,78.34039190141378,312.93008806718814
80,1695.87,0.6666666666666666,19.670880995384305,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,403.64461464421464,383.69834964467964,392.71802304093455,526.6167170270539,702.4804911211519,311.57098827487084
81,2244.48,1.3333333333333333,19.651615492675095,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,271.50085413046094,267.9267474380554,271.50085413046094,466.87840827672926,992.0588077113647,310.04537799827125
82,8399.976,0.3333333333333333,19.64920730483644,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,268.7418480346889,302.21689003576944,268.7418480346889,526.6167170270539,702.4804911211519,232.53238164531416
83,1628.82,2.0,19.584186233192852,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,268.7418480346889,302.21689003576944,268.7418480346889,476.66292896654215,499.14551193155285,311.57098827487084
84,1590.6,0.6666666666666666,19.453341360626126,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,453.4204475410722,437.597576913302,387.9176891870533,533.515733138556,738.5863037823777,311.18029634949613
85,2330.64,2.0,19.436885410395345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,420.88544642761156,399.46576995634166,385.45882902806034,529.5677188355697,278.59602895743745,311.42591970454976
86,3741.5238,1.3333333333333333,19.401565322095124,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,286.1838487230381,329.84626234534096,392.71802304093455,526.6167170270539,600.3964093078235,311.57098827487084
87,1603.136,0.3333333333333333,19.308850090307043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,268.7418480346889,253.16193167608859,268.7418480346889,476.66292896654215,499.14551193155285,311.57098827487084
88,1024.68,1.6666666666666667,19.21733895243829,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,423.18707075214047,416.8315585471979,388.89276680519885,539.0387710673035,601.9903562514512,237.48408523694997
89,2807.84,1.6666666666666667,19.21051575356211,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,280.00977738121367,285.7717598010586,280.00977738121367,481.40065463586325,499.33122924825517,311.42591970454976
90,2297.96,3.6666666666666665,19.054384908689542,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,249.3129603680008,275.44807548490775,226.76804006228286,539.0387710673035,277.57452357702743,312.93008806718814
91,2671.41,1.3333333333333333,19.04555488661449,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,302.2321486030523,267.18976436870395,326.2724475903993,526.6167170270539,702.4804911211519,311.57098827487084
92,2054.272,1.6666666666666667,18.94601645595023,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,271.32409898955785,247.7887433438919,271.32409898955785,480.9462881902718,503.67479480653617,311.18029634949613
93,3501.7368,1.6666666666666667,18.921934577563714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,337.17229928515906,329.84626234534096,392.71802304093455,137.5063041986028,697.6222925664358,311.57098827487084
94,1725.462,0.0,18.921131848284165,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,403.5263866612637,385.5499736529721,387.9176891870533,533.515733138556,597.1251919249015,311.18029634949613
95,2760.345,1.3333333333333333,18.736504113987554,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,403.64461464421464,383.69834964467964,392.71802304093455,476.66292896654215,670.1633282225291,311.57098827487084
96,3078.72,3.0,18.700381296407784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,563.4596598011476,478.27319947074363,395.84910506670815,535.9989119538648,269.75556309125466,310.04537799827125
97,3616.5,2.3333333333333335,18.599237407184425,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,325.99995204335295,279.57037072873374,322.18185839764874,535.9989119538648,728.653938159018,310.04537799827125
98,3059.982,-0.3333333333333333,18.57114188240016,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,271.50085413046094,279.57037072873374,271.50085413046094,535.9989119538648,595.2715993090006,310.04537799827125
99,3263.4,0.6666666666666666,18.49367850692354,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,352.55971640526025,291.4269624549636,336.008542515551,539.0387710673035,607.8553834100305,312.93008806718814
100,3117.088,3.3333333333333335,18.389725065221754,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,228.16302608072954,279.57037072873374,218.34486417233023,466.87840827672926,992.0588077113647,310.04537799827125
101,4899.93,1.3333333333333333,18.37487457355007,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,271.32409898955785,291.7024736726879,271.32409898955785,533.515733138556,587.166708198294,311.18029634949613
102,1888.7,0.6666666666666666,18.358418623319285,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,251.56366045746245,290.11652087443326,226.76804006228286,135.05695723389877,698.4485775906547,312.93008806718814
103,3801.63,1.3333333333333333,18.32229580573951,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,332.275233639549,267.18976436870395,326.2724475903993,137.5063041986028,697.6222925664358,311.57098827487084
104,5211.12,1.6666666666666667,18.280553883202888,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,208.66486453301042,196.13808169032748,196.13808169032748,533.515733138556,597.1251919249015,311.18029634949613
105,1356.03,0.0,18.079470198675498,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,505.787890782054,416.8315585471979,388.89276680519885,482.31776200348105,1047.7545393320459,312.93008806718814
106,3126.4002,2.0,17.94862532610877,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,337.17229928515906,329.84626234534096,392.71802304093455,476.66292896654215,499.14551193155285,232.53238164531416
107,2645.376,0.6666666666666666,17.82380092313867,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,318.27881774795554,334.6962041368935,395.84910506670815,535.9989119538648,612.2622458977125,310.04537799827125
108,1637.01,0.6666666666666666,17.810957254665862,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,388.5999046219966,378.69890981107693,395.84910506670815,466.87840827672926,656.3030291079027,310.04537799827125
109,2399.6,1.6666666666666667,17.69737106160947,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,271.32409898955785,291.7024736726879,271.32409898955785,533.515733138556,597.1251919249015,311.18029634949613
110,3238.305,0.6666666666666666,17.68653421633554,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,416.6731429701278,412.9670795174619,387.9176891870533,480.9462881902718,1053.7953851303334,236.9116089339313
111,2291.814,1.3333333333333333,17.67569737106161,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,370.7551889834884,290.11652087443326,336.008542515551,482.31776200348105,649.6556841968733,312.93008806718814
112,2757.78,1.0,17.572145293999597,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,167.57049705400124,196.13808169032748,196.13808169032748,480.9462881902718,503.67479480653617,311.18029634949613
113,1549.98,1.0,17.475416415813765,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,344.48693732136735,266.24017030150566,329.97633748557666,533.515733138556,273.9145717902962,311.18029634949613
114,2624.985,0.0,17.466185029098934,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,280.00977738121367,267.71007040355545,280.00977738121367,529.5677188355697,598.3825271555316,239.81882347462061
115,3146.4,1.0,17.46056592414208,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,286.10830620725017,193.65279842264445,193.65279842264445,135.05695723389877,698.4485775906547,312.93008806718814
116,2456.619,2.6666666666666665,17.41802127232591,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,332.3681202714983,288.102422039433,329.97633748557666,533.515733138556,587.166708198294,311.18029634949613
117,2228.6355,1.3333333333333333,17.328115593016253,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,349.03628365456416,291.4269624549636,336.008542515551,482.31776200348105,1047.7545393320459,237.48408523694997
118,4001.04,1.6666666666666667,17.30403371462974,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,453.4204475410722,437.597576913302,387.9176891870533,137.5259358792173,690.0625184324883,311.18029634949613
